MSSubClass,LotFrontage,LotShape,X1stFlrSF,TotalBsmtSF,GrLivArea,FireplaceQu,GarageArea,Heating,ExterQual,MasVnrArea,BsmtFinSF1,BsmtUnfSF,CentralAir,SalePrice
190,NA,IR1,1619,1499,1786,Gd,529,GasA,TA,0,1249,103,Y,228950
20,86,IR1,1922,1922,1922,Gd,676,GasA,Gd,200,1249,673,Y,377426
20,70,Reg,1536,1536,1536,NA,532,GasA,Gd,113,810,726,Y,214000
20,91,Reg,1621,1208,1621,NA,440,GasA,Gd,0,213,995,Y,202500
20,66,IR1,1215,1215,1215,NA,297,GasA,TA,176,585,630,Y,155000
60,85,Reg,993,967,1908,NA,431,GasA,Gd,0,0,967,Y,202900
20,60,Reg,841,721,841,NA,294,GasA,Fa,0,0,721,Y,82000
90,NA,Reg,1040,0,1040,NA,400,Wall,TA,340,0,0,N,87500
120,63,IR1,1684,1684,1684,Ex,564,GasA,Ex,616,28,1656,Y,266000
160,36,Reg,536,536,1112,NA,336,GasA,TA,0,129,175,Y,85000
50,65,Reg,972,972,1577,Gd,312,GasA,TA,0,0,972,Y,140200
20,NA,IR1,958,958,958,NA,301,GasA,TA,0,498,460,Y,151500
20,NA,IR1,1478,1478,1478,Gd,498,GasA,TA,30,1270,208,Y,157500
160,36,Reg,764,764,1626,NA,474,GasA,Gd,106,573,191,Y,154000
60,56,IR2,1848,1848,2728,Ex,706,GasA,Ex,870,1410,438,Y,437154
120,68,IR1,1869,1869,1869,Gd,617,GasA,Ex,362,0,1869,Y,318061
120,NA,IR1,1453,1453,1453,TA,445,GasA,TA,0,1082,371,Y,190000
50,60,Reg,616,616,1111,NA,200,GasA,TA,0,236,0,N,95000
30,60,Reg,720,624,720,NA,484,GasA,TA,0,0,624,Y,105900
50,60,Reg,1192,940,1595,Gd,240,GasA,TA,0,388,552,Y,140000
20,105,IR2,1200,1200,1200,NA,521,GasA,Gd,0,334,322,Y,177500
20,NA,IR1,1167,1158,1167,NA,400,GasA,TA,106,560,598,Y,173000
120,44,Reg,1142,1142,1142,Po,528,GasA,TA,0,874,268,Y,134000
80,92,IR1,1352,1062,1352,NA,288,GasA,TA,120,300,468,Y,130000
60,78,IR1,1086,1086,1924,TA,592,GasA,Gd,530,956,130,Y,280000
85,NA,IR1,912,888,912,TA,470,GasA,TA,0,773,115,Y,156000
50,NA,Reg,988,883,1505,NA,240,GasA,TA,0,399,484,Y,145000
85,64,Reg,495,0,1922,Ex,672,GasA,Gd,500,0,0,Y,198500
160,21,Reg,483,483,987,NA,264,GasA,TA,510,162,321,Y,118000
60,NA,IR1,790,796,1574,TA,566,GasA,TA,120,712,84,Y,190000
70,59,Reg,672,672,1344,NA,468,GasA,TA,0,456,216,Y,147000
20,NA,IR1,1394,1394,1394,Gd,514,GasA,TA,247,609,785,Y,159000
80,101,IR1,1431,1099,1431,Gd,296,GasA,TA,305,371,728,Y,165000
20,78,Reg,1268,1268,1268,Gd,244,GasA,TA,200,540,728,Y,132000
20,NA,IR1,1287,1063,1287,Gd,576,GasA,TA,0,72,733,Y,162000
60,NA,IR1,953,953,1664,TA,460,GasA,TA,0,0,953,Y,172400
50,80,Reg,1120,0,1588,Gd,680,GasA,TA,0,0,0,Y,134432
120,50,Reg,752,744,752,NA,264,GasA,TA,0,623,0,Y,125000
20,79,Reg,1319,608,1319,NA,270,GasA,TA,0,428,0,Y,123000
60,65,Reg,847,847,1928,Gd,434,GasA,Gd,0,0,847,Y,219500
30,NA,IR1,904,683,904,NA,0,GasA,Fa,0,350,333,N,61000
85,57,IR1,914,870,914,NA,576,GasA,Gd,0,298,572,Y,148000
60,102,IR1,1580,1580,2466,Gd,610,GasA,Gd,0,0,1580,Y,340000
20,88,Reg,1856,1856,1856,Ex,834,GasA,Gd,350,1445,411,Y,394432
60,60,IR1,1007,982,1800,TA,463,GasA,TA,16,0,982,Y,179000
50,50,Reg,1026,1026,1691,Gd,308,GasA,TA,0,218,808,Y,127000
20,60,Reg,1301,1293,1301,Gd,572,GasA,Gd,0,0,1293,Y,187750
60,79,IR1,939,939,1797,NA,639,GasA,Gd,0,0,939,Y,213500
45,60,Reg,784,784,784,NA,360,GasA,TA,0,0,784,N,76000
60,NA,IR2,1079,1580,1953,Fa,501,GasA,Gd,0,985,595,Y,240000
120,43,Reg,1269,1256,1269,TA,430,GasA,Gd,16,24,1232,Y,192000
50,58,Reg,658,658,1184,NA,0,GasA,TA,0,0,658,Y,81000
80,72,Reg,1125,1041,1125,Fa,352,GasA,TA,255,631,410,Y,125000
20,93,IR1,1479,1468,1479,NA,577,GasA,Gd,125,0,1468,Y,191000
60,96,Reg,1742,1682,2332,Ex,846,GasA,Ex,272,1280,402,Y,426000
50,50,Reg,961,861,1367,NA,384,GasA,TA,0,241,229,Y,119000
60,71,IR1,804,804,1961,TA,560,GasA,TA,0,690,114,Y,215000
20,NA,IR1,882,0,882,NA,294,GasA,TA,0,0,0,Y,106500
30,NA,Reg,788,788,788,TA,0,GasA,TA,0,266,522,Y,100000
50,60,Reg,735,735,1034,NA,240,GasA,TA,0,0,735,Y,109000
20,68,Reg,1144,1144,1144,NA,596,GasA,TA,0,739,405,Y,129000
20,60,Reg,894,894,894,NA,600,GasA,TA,0,777,117,Y,123000
60,69,Reg,876,864,1812,TA,264,GasA,TA,288,540,324,Y,169500
30,60,Reg,1077,961,1077,NA,338,GasA,TA,0,0,961,Y,67000
60,65,Reg,1112,1092,1550,NA,438,GasA,Gd,100,812,280,Y,241000
120,38,IR2,1288,1260,1288,Gd,500,GasA,Gd,0,786,474,Y,245500
20,65,IR1,1310,1310,1310,Gd,400,GasA,Gd,0,24,1286,Y,164990
30,60,Reg,672,672,672,NA,240,GasA,TA,0,0,672,Y,108000
60,93,Reg,1165,1141,2263,TA,420,GasA,Gd,650,0,1141,Y,258000
60,NA,IR1,806,806,1572,TA,373,GasA,TA,0,0,806,Y,168000
20,NA,IR1,1620,1281,1620,TA,490,GasA,TA,0,1116,165,Y,150000
50,51,Reg,1166,1064,1639,NA,240,GasA,TA,0,0,1064,Y,115000
70,63,Reg,840,840,1680,NA,308,GasA,TA,0,0,840,Y,177000
60,109,Reg,1071,1063,2172,Gd,947,GasA,Gd,350,0,1063,Y,280000
60,85,Reg,1050,1034,2078,Gd,836,GasA,Gd,100,789,245,Y,339750
20,68,Reg,1276,1276,1276,NA,350,GasA,TA,0,0,1276,Y,60000
190,100,Reg,1056,1056,1056,NA,572,GasA,TA,0,1056,0,N,145000
20,NA,IR2,1478,1470,1478,Gd,484,GasA,Ex,432,578,892,Y,222000
30,56,Reg,1028,1008,1028,Gd,360,GasA,TA,0,0,1008,Y,115000
60,59,IR2,1080,1080,2097,TA,678,GasA,Gd,0,50,499,Y,228000
20,73,IR1,1340,1340,1340,NA,396,GasA,Gd,0,24,1316,Y,181134
60,74,Reg,672,672,1400,TA,440,GasA,TA,203,209,463,Y,149500
70,86,IR1,1370,1370,2624,Gd,864,GasW,TA,0,1128,242,N,239000
50,60,Reg,756,756,1134,NA,240,GasA,TA,0,312,444,N,126000
20,65,Reg,1056,1056,1056,Fa,304,GasA,TA,0,775,281,Y,142000
90,78,Reg,1344,1344,1344,NA,784,GasA,TA,200,1309,35,Y,206300
20,NA,IR1,1602,1602,1602,TA,529,GasA,Gd,126,1246,356,Y,215000
20,100,Reg,988,988,988,NA,520,GasA,TA,0,0,988,Y,113000
60,80,Reg,1470,1470,2630,TA,696,GasA,Gd,473,986,484,Y,315000
20,72,Reg,1196,1196,1196,Gd,297,GasA,TA,74,616,580,Y,139000
60,60,Reg,707,651,1389,Gd,240,GasA,TA,0,0,651,Y,135000
80,NA,Reg,1644,1518,1644,TA,569,GasA,Gd,145,1518,0,Y,275000
20,77,IR1,907,907,907,NA,352,GasA,TA,0,288,619,Y,109008
20,64,Reg,1208,1208,1208,NA,628,GasA,Gd,108,664,544,Y,195400
20,130,IR1,1412,1392,1412,TA,576,GasA,TA,0,1005,387,Y,175000
160,21,Reg,483,483,987,NA,264,GasA,TA,232,387,96,Y,85400
50,60,IR1,1088,901,1198,NA,0,GasA,TA,0,0,901,Y,79900
160,24,Reg,765,765,1365,NA,440,GasA,TA,376,471,294,Y,122500
60,100,IR1,926,926,1604,TA,470,GasA,TA,0,0,926,Y,181000
180,21,Reg,630,630,630,NA,0,GasA,TA,0,495,135,Y,81000
60,43,IR2,827,799,1661,TA,550,GasA,Gd,0,385,70,Y,212000
50,40,Reg,734,648,1118,NA,440,GasA,TA,0,0,648,Y,116000
45,50,Reg,904,884,904,NA,180,GasA,Gd,0,0,884,Y,119000
30,40,Reg,694,440,694,Gd,352,GasA,TA,0,365,75,N,90350
50,67,Reg,684,684,1196,NA,528,GasA,TA,0,0,684,Y,110000
20,105,Reg,2402,3094,2402,Gd,672,GasA,Ex,200,1767,788,Y,555000
90,92,Reg,1440,1440,1440,NA,0,GasA,TA,270,133,1307,N,118000
50,52,Reg,1128,1078,1573,Gd,360,GasA,TA,0,0,1078,Y,162900
120,53,Reg,1258,1258,1258,Gd,648,GasA,Gd,72,0,1258,Y,172500
60,70,Reg,933,915,1908,TA,493,GasA,Gd,0,642,273,Y,210000
20,73,Reg,1689,1436,1689,Gd,480,GasA,TA,0,0,1436,Y,127500
20,137,IR1,1888,1517,1888,Gd,578,GasA,Gd,0,247,557,Y,190000
60,NA,IR1,956,930,1886,TA,431,GasA,Gd,0,0,930,Y,199900
50,50,Reg,780,780,1376,Gd,198,GasA,TA,0,0,780,Y,119500
50,50,Reg,679,649,1183,NA,308,GasA,TA,0,331,318,Y,120000
30,70,Reg,813,813,813,NA,270,GasA,TA,0,0,813,Y,110000
20,62,IR1,1533,1533,1533,TA,576,GasA,TA,0,655,878,Y,280000
60,NA,IR1,888,872,1756,NA,422,GasA,Gd,42,742,130,Y,204000
60,75,Reg,786,768,1590,NA,676,GasA,Gd,0,0,768,Y,210000
90,63,Reg,1728,1728,1728,NA,560,GasA,TA,0,1606,122,Y,188000
20,80,Reg,1242,1242,1242,TA,528,GasA,TA,320,916,326,Y,175500
70,34,Reg,624,624,1344,NA,513,GasA,TA,0,0,624,N,98000
20,NA,IR1,1663,1364,1663,Gd,529,GasA,TA,0,1116,248,Y,256000
70,NA,Reg,833,588,1666,Gd,228,GasA,TA,0,0,588,Y,161000
50,NA,IR1,979,709,1203,TA,352,GasA,TA,161,185,524,Y,110000
60,75,IR1,832,832,1935,NA,552,GasA,Gd,110,544,288,Y,263435
70,60,Reg,575,560,1135,NA,576,GasA,Gd,0,350,0,Y,155000
20,60,IR1,864,864,864,Po,360,GasA,TA,0,553,0,Y,62383
70,74,IR1,849,715,1660,Gd,240,GasA,TA,0,326,389,Y,188700
20,60,Reg,1040,1040,1040,NA,0,GasA,TA,136,616,424,Y,124000
120,NA,Reg,1414,1375,1414,TA,398,GasA,Gd,18,0,1375,Y,178740
20,85,Reg,1277,1277,1277,Po,526,GasA,TA,0,778,499,Y,167000
70,79,Reg,888,728,1644,Gd,312,GasA,TA,224,386,342,Y,146500
20,98,IR1,1634,1626,1634,Gd,866,GasA,Gd,248,0,1626,Y,250000
60,76,IR1,832,832,1710,NA,506,GasA,Gd,120,426,406,Y,187000
120,NA,IR1,1502,1488,1502,NA,528,GasA,Gd,0,368,0,Y,212000
60,92,Reg,1161,808,1969,Gd,534,GasA,TA,0,0,808,Y,190000
180,35,Reg,1072,547,1072,NA,525,GasA,TA,80,459,88,Y,148000
20,110,IR1,1976,1976,1976,Ex,908,GasA,Gd,304,1350,626,Y,440000
120,41,Reg,1652,1494,1652,NA,499,GasA,Gd,0,1196,298,Y,251000
20,80,Reg,970,970,970,NA,624,GasA,TA,0,630,340,Y,132500
20,75,Reg,1493,1478,1493,TA,508,GasA,TA,215,994,484,Y,208900
60,105,Reg,2069,2153,2643,Gd,694,GasA,Ex,772,0,2153,Y,380000
20,79,Reg,1718,1705,1718,Gd,826,GasA,Gd,336,1288,417,Y,297000
30,50,Reg,1131,907,1131,NA,672,GasA,TA,435,168,739,Y,89471
20,98,IR1,1850,1833,1850,Gd,772,GasA,Gd,378,1261,572,Y,326000
20,72,IR1,1792,1792,1792,Gd,874,GasA,Gd,562,1567,225,Y,374000
70,50,Reg,916,910,1826,Gd,164,GasA,Gd,0,299,611,Y,155000
120,32,Reg,1216,1216,1216,NA,402,GasA,TA,116,897,319,Y,164000
20,NA,IR1,999,999,999,NA,264,GasA,TA,0,588,411,Y,132500
20,80,Reg,1113,1113,1113,Gd,264,GasA,Gd,0,607,506,Y,147000
20,79,Reg,1073,1073,1073,NA,515,GasA,TA,168,836,237,Y,156000
20,70,IR1,1484,1484,1484,TA,487,GasA,TA,0,998,486,Y,175000
190,60,Reg,1766,954,2414,Gd,520,GasA,TA,0,664,290,N,160000
180,21,Reg,630,630,630,NA,286,GasA,TA,0,515,115,Y,86000
160,NA,Reg,616,264,1304,Gd,336,GasA,TA,0,0,264,Y,115000
50,79,Reg,958,806,1578,TA,240,GasA,TA,0,403,238,Y,133000
60,105,IR1,728,728,1456,NA,429,GasA,Gd,0,0,728,Y,172785
20,70,Reg,1269,1269,1269,Fa,308,GasA,TA,0,374,363,Y,155000
30,50,Reg,886,190,886,NA,273,GasA,TA,0,0,190,Y,91300
30,60,Reg,720,720,720,NA,0,GasA,TA,0,495,225,N,34900
20,NA,IR1,3228,3200,3228,Gd,546,GasA,Gd,0,1231,1969,Y,430000
50,60,Reg,1133,1026,1820,NA,240,GasA,TA,0,329,697,Y,184000
20,65,Reg,899,864,899,NA,288,GasA,TA,89,450,414,Y,130000
20,70,IR1,912,912,912,NA,297,GasA,TA,0,111,522,Y,120000
160,21,Reg,672,672,1218,NA,264,GasA,TA,285,356,316,Y,113000
60,75,Reg,866,866,1768,NA,603,GasA,Gd,0,400,466,Y,226700
20,70,Reg,1214,1214,1214,NA,461,GasA,TA,0,698,420,Y,140000
20,100,IR1,1801,1501,1801,TA,484,GasA,TA,0,1247,254,Y,289000
160,24,Reg,855,855,1322,Fa,440,GasA,TA,0,257,103,Y,147000
90,60,Reg,960,960,1960,NA,400,GasA,TA,360,0,960,Y,124500
60,80,IR1,1065,777,1911,TA,471,GasA,Gd,125,380,397,Y,215000
20,75,IR1,1218,1218,1218,NA,676,GasA,Gd,0,27,1191,Y,208300
70,60,Reg,689,689,1378,Gd,360,GasA,TA,0,141,548,Y,161000
20,80,Reg,1041,1041,1041,NA,270,GasA,TA,132,991,50,Y,124500
20,75,Reg,1363,1008,1363,TA,288,GasA,Gd,70,650,178,Y,164900
120,40,IR1,1368,1368,1368,Gd,474,GasA,Gd,94,0,1368,Y,202665
20,70,Reg,864,864,864,NA,624,GasA,TA,0,521,169,Y,129900
20,71,Reg,1080,1084,1080,NA,484,GasA,TA,0,336,748,Y,134000
45,55,Reg,789,768,789,NA,200,Grav,TA,0,0,768,N,96500
20,94,Reg,2020,2006,2020,Gd,900,GasA,Ex,305,1436,570,Y,402861
80,NA,IR1,1378,689,2119,TA,583,GasA,TA,333,0,689,Y,158000
60,79,IR1,1277,1264,2344,TA,889,GasA,Gd,921,0,1264,Y,265000
60,NA,IR1,882,794,1796,NA,546,GasA,TA,0,706,88,Y,211000
70,53,Reg,1276,1276,2080,Gd,282,GasA,Gd,0,0,1276,Y,234000
190,60,Reg,694,0,1294,NA,0,GasA,TA,0,0,0,N,106250
20,90,IR1,1244,1244,1244,Gd,336,GasA,TA,0,777,467,Y,150000
50,50,Reg,1004,1004,1664,Gd,420,GasA,TA,0,399,605,Y,159000
60,130,IR1,3138,3138,4676,Gd,884,GasA,Ex,762,2260,878,Y,184750
60,95,IR1,1383,1379,2398,TA,834,GasA,Gd,594,719,660,Y,315750
20,62,Reg,1266,1257,1266,TA,453,GasA,Gd,0,0,1257,Y,176000
20,70,Reg,928,928,928,NA,252,GasA,TA,0,377,551,Y,132000
60,67,IR1,1476,1452,2713,Gd,858,GasA,Ex,268,1330,122,Y,446261
30,58,IR1,605,528,605,NA,0,GasA,TA,0,348,180,Y,86000
20,NA,IR1,2515,2035,2515,TA,484,GasA,Gd,NA,1219,816,Y,200624
80,85,Reg,1509,1461,1509,Fa,600,GasA,Gd,219,783,678,Y,175000
70,60,IR1,751,611,1362,NA,502,GasA,TA,0,0,611,Y,128000
20,60,Reg,827,0,827,Po,392,GasA,TA,0,0,0,Y,107500
20,50,Reg,334,0,334,NA,0,GasA,Fa,0,0,0,N,39300
60,74,IR1,707,707,1414,Gd,403,GasA,Gd,0,0,707,Y,178000
190,70,Reg,820,1117,1347,NA,0,GasA,TA,0,969,148,Y,107500
60,57,IR1,880,880,1724,NA,527,GasA,TA,0,0,880,Y,188000
20,NA,IR1,864,864,864,NA,576,GasA,TA,0,600,264,Y,111250
20,NA,IR1,1159,1051,1159,Fa,336,GasA,TA,188,673,378,Y,158000
20,NA,Reg,1601,1581,1601,TA,670,GasA,Gd,479,1358,223,Y,272000
20,85,Reg,1838,1838,1838,Gd,765,GasA,Ex,584,1260,578,Y,315000
60,NA,Reg,997,969,2285,TA,648,GasA,Gd,72,0,969,Y,248000
20,78,Reg,1680,1650,1680,TA,583,GasA,Gd,0,144,379,Y,213250
120,34,Reg,767,723,767,NA,367,GasA,TA,182,584,0,Y,133000
60,58,IR1,664,654,1496,Gd,426,GasA,Gd,0,554,100,Y,179665
50,NA,IR1,1377,1204,2183,NA,786,GasA,Gd,178,1002,0,Y,229000
50,70,IR1,915,1065,1635,Gd,440,GasA,TA,0,300,765,Y,210000
85,54,Reg,768,768,768,NA,624,GasA,TA,0,619,149,Y,129500
20,49,IR1,825,825,825,NA,720,GasA,TA,0,180,0,Y,125000
60,75,Reg,912,912,2094,Gd,615,GasA,Gd,0,0,912,Y,263000
120,53,Reg,1069,1069,1069,NA,440,GasA,TA,0,559,510,Y,140000
20,50,Reg,928,928,928,NA,288,GasA,TA,0,308,620,Y,112500
20,87,IR1,1717,1709,1717,Gd,908,GasA,Gd,250,0,1709,Y,255500
20,67,Reg,1126,0,1126,NA,520,GasA,TA,0,0,0,Y,108000
60,85,Reg,1006,998,2046,Gd,871,GasA,Gd,292,866,132,Y,284000
45,58,Reg,1048,993,1048,Gd,280,GasA,TA,0,0,993,Y,113000
20,69,IR1,1092,1092,1092,TA,299,GasA,TA,0,895,197,Y,141000
50,60,Reg,897,637,1336,NA,570,GasA,TA,0,637,0,Y,108000
60,57,IR2,729,729,1446,TA,406,GasA,TA,0,604,125,Y,175000
120,NA,Reg,1557,1374,1557,TA,420,GasA,Gd,18,0,1374,Y,234000
20,NA,IR1,1392,1392,1392,Gd,528,GasA,TA,180,1302,90,Y,121500
20,77,Reg,1389,1389,1389,TA,418,GasA,TA,0,1071,195,Y,170000
30,63,Reg,996,996,996,Gd,0,GasA,TA,0,290,706,Y,108000
50,66,Reg,1163,1163,1674,Gd,396,GasA,TA,0,0,1163,Y,185000
60,NA,IR1,1166,1095,2295,TA,590,GasA,Gd,0,728,367,Y,268000
70,66,Reg,841,806,1647,NA,216,GasA,TA,0,0,806,N,128000
60,77,IR1,1134,1122,2504,Gd,656,GasA,Gd,245,0,1122,Y,325000
20,70,IR1,1535,1517,1535,NA,532,GasA,Gd,168,2,1515,Y,214000
50,79,IR1,1496,1496,2132,Gd,612,GasA,Gd,0,1441,55,Y,316600
90,NA,IR1,943,943,943,TA,600,GasA,TA,0,943,0,Y,135960
90,74,IR1,1728,1728,1728,NA,576,GasA,TA,108,231,1497,Y,142600
20,60,Reg,864,864,864,NA,288,GasA,TA,207,414,450,Y,120000
60,83,IR1,846,846,1692,NA,650,GasA,TA,0,0,846,Y,224500
80,76,IR1,774,384,1430,TA,400,GasA,TA,0,0,384,Y,170000
80,70,Reg,576,372,1109,NA,288,GasA,TA,82,349,23,Y,139000
50,80,Reg,832,832,1216,NA,336,GasA,TA,0,442,390,Y,118500
50,52,Reg,877,861,1477,Gd,216,GasA,TA,0,0,861,Y,145000
80,96,IR1,1320,1164,1320,Fa,564,GasA,TA,97,328,285,Y,164500
160,34,Reg,703,689,1392,NA,540,GasA,Gd,0,0,689,Y,146000
50,81,Reg,1050,1050,1795,NA,352,GasA,TA,335,0,1050,N,131500
20,NA,IR1,1429,1144,1429,Gd,572,GasA,TA,85,594,331,Y,181900
20,98,Reg,2042,2042,2042,Gd,1390,GasA,Ex,306,0,2042,Y,253293
90,81,Reg,816,816,816,NA,0,GasA,TA,104,816,0,Y,118500
75,75,Reg,1521,1237,2775,Gd,880,GasA,Ex,0,0,1237,Y,325000
50,51,Reg,989,884,1573,NA,240,GasA,TA,0,0,884,Y,133000
20,88,Reg,2028,1868,2028,Gd,880,GasA,Gd,208,1460,408,Y,369900
30,55,Reg,838,816,838,NA,275,GasA,TA,0,210,0,Y,130000
85,74,IR1,860,840,860,NA,528,GasA,TA,0,672,168,Y,137000
20,65,IR1,1473,1437,1473,Gd,452,GasA,TA,0,1324,113,Y,143000
40,50,Reg,779,742,935,NA,308,GasA,TA,0,0,742,Y,79500
60,64,Reg,770,770,1582,NA,520,GasA,Gd,0,490,280,Y,185900
60,97,IR1,1728,1722,2296,Gd,842,GasA,Ex,420,1338,384,Y,451950
20,60,Reg,816,816,816,NA,816,GasA,TA,0,816,0,Y,138000
120,NA,Reg,848,848,848,NA,420,GasA,Gd,170,685,163,Y,140000
20,88,IR1,924,924,924,NA,280,GasA,TA,0,0,924,Y,110000
20,69,IR1,1826,1814,1826,TA,758,GasA,Gd,238,1422,392,Y,319000
70,60,Reg,684,684,1368,NA,216,GasA,TA,0,0,684,N,114504
120,53,Reg,1402,1258,1402,Gd,648,GasA,Gd,72,0,1258,Y,194201
20,80,Reg,1647,1430,1647,TA,621,GasA,TA,459,1283,0,Y,217500
160,24,Reg,716,716,1556,TA,452,GasA,TA,0,81,23,Y,151000
60,74,Reg,1058,1058,1904,Gd,736,GasA,Gd,280,546,512,Y,275000
50,50,Reg,780,780,1375,Gd,544,GasA,TA,0,0,780,Y,141000
60,80,IR1,927,908,1915,TA,506,GasA,Gd,0,789,119,Y,220000
160,30,Reg,600,600,1200,NA,480,GasA,Gd,0,0,600,Y,151000
20,88,IR1,1494,1494,1494,TA,530,GasA,Gd,99,922,572,Y,221000
60,85,Reg,1186,768,1986,Fa,486,GasA,TA,176,454,314,Y,205000
20,82,IR2,1040,1040,1040,NA,576,GasA,TA,0,732,308,Y,152000
20,78,Reg,1112,896,2008,NA,230,GasA,TA,0,603,293,Y,225000
70,78,Reg,1940,965,3194,Gd,380,GasA,TA,0,428,537,Y,359100
20,61,Reg,1029,1029,1029,NA,261,GasA,TA,192,903,126,Y,118500
60,NA,Reg,1476,1440,2153,Ex,736,GasA,Gd,204,904,536,Y,313000
80,NA,IR1,1032,1032,1032,TA,564,GasA,TA,233,605,427,Y,148000
60,NA,Reg,1299,1299,1872,TA,531,GasA,Gd,108,990,309,Y,261500
20,70,Reg,1120,1120,1120,NA,0,GasA,TA,0,206,914,Y,147000
180,21,Reg,630,630,630,NA,0,GasA,TA,0,150,0,Y,75500
85,80,Reg,1054,936,1054,NA,480,GasA,TA,156,763,173,Y,137500
60,NA,IR1,807,783,1509,Gd,393,GasA,Gd,0,457,326,Y,183200
45,59,Reg,832,832,832,NA,528,GasA,TA,0,0,832,Y,105500
20,90,Reg,1828,1822,1828,Gd,774,GasA,Ex,452,48,1774,Y,314813
60,85,Reg,1482,1482,2262,Gd,749,GasA,Gd,226,871,611,Y,305000
30,45,Reg,864,864,864,NA,0,GasA,TA,0,41,823,N,67000
60,90,Reg,1548,1522,2614,TA,624,GasA,TA,0,956,384,Y,240000
20,71,Reg,980,980,980,NA,484,GasA,TA,153,560,420,Y,135000
160,NA,Reg,756,756,1512,TA,440,GasA,Gd,513,420,336,Y,168500
60,80,Reg,1012,732,1790,TA,484,GasA,TA,288,247,485,Y,165150
20,87,IR1,1116,1116,1116,NA,440,GasA,TA,261,0,1116,Y,160000
20,NA,IR1,1422,978,1422,TA,286,GasA,TA,0,0,978,Y,139900
80,80,Reg,1520,1156,1520,Gd,364,GasA,TA,164,674,350,Y,153000
60,70,IR1,1040,1040,2080,TA,504,GasA,TA,192,650,390,Y,135000
80,82,Reg,1350,1248,1350,NA,520,GasA,TA,259,624,288,Y,168500
70,50,Reg,1089,636,1750,NA,240,GasA,TA,0,0,636,Y,124000
120,34,Reg,1554,1554,1554,Gd,627,GasA,Gd,108,24,1530,Y,209500
20,85,Reg,1411,1386,1411,TA,544,GasA,TA,209,822,564,Y,82500
20,80,Reg,1056,1056,1056,NA,260,GasA,TA,0,480,108,Y,139400
90,64,Reg,1056,1056,1056,NA,576,GasA,TA,0,1056,0,Y,144000
190,60,Reg,1440,1440,3395,NA,0,GasA,Fa,0,256,1184,Y,200000
30,51,Reg,800,264,800,Po,0,Grav,Fa,0,0,264,N,60000
190,50,Reg,811,811,1387,NA,256,GasA,TA,0,0,811,Y,93000
30,67,Reg,796,796,796,NA,0,GasA,TA,0,0,796,Y,85000
120,53,Reg,1567,1520,1567,Gd,648,GasA,Gd,0,1154,366,Y,264561
120,62,IR1,1518,1518,1518,Gd,588,GasA,Ex,472,1218,300,Y,274000
60,NA,Reg,1057,1057,1929,TA,650,GasA,Gd,0,738,319,Y,226000
80,75,Reg,2000,1952,2704,TA,538,GasA,Gd,0,1410,542,Y,345000
60,80,Reg,780,780,1620,NA,462,GasA,TA,263,493,0,Y,152000
20,85,Reg,1766,1766,1766,Gd,478,GasA,Ex,162,1121,645,Y,370878
20,NA,IR1,981,981,981,NA,576,GasA,TA,0,282,664,Y,143250
20,60,Reg,1048,0,1048,NA,420,GasA,TA,0,0,0,Y,98300
20,85,IR1,1094,1094,1094,Gd,495,GasA,TA,216,500,594,Y,155000
60,70,Reg,1051,756,1839,TA,442,GasA,TA,351,0,756,Y,155000
180,21,Reg,630,630,630,NA,0,GasA,TA,0,131,0,Y,84500
60,65,Reg,822,813,1665,NA,562,GasA,Gd,NA,0,813,Y,205950
70,60,Reg,755,755,1510,Gd,296,GasA,TA,0,0,755,Y,108000
60,70,Reg,909,880,1716,TA,512,GasA,Gd,0,0,880,Y,191000
50,60,Reg,756,756,1469,NA,216,GasA,TA,0,0,756,Y,135000
20,91,IR1,2113,2109,2113,TA,839,GasA,Gd,660,1696,413,Y,350000
160,21,Reg,525,525,1092,NA,264,GasA,TA,381,0,525,Y,88000
20,72,IR1,1053,1053,1053,NA,312,GasA,Gd,54,806,247,Y,145500
70,60,Reg,851,776,1502,Gd,270,GasA,TA,0,0,776,Y,149000
50,78,Reg,912,912,1458,Gd,330,GasA,TA,0,0,912,Y,97500
20,75,Reg,1486,1486,1486,NA,480,GasA,TA,0,637,849,Y,167000
60,NA,Reg,1142,793,1935,TA,550,GasA,TA,233,0,793,Y,197900
60,52,IR2,1686,1629,2448,TA,711,GasA,Gd,528,1361,88,Y,402000
20,120,Reg,1392,1392,1392,TA,576,GasA,TA,216,0,1392,Y,110000
85,90,Reg,1181,1138,1181,NA,588,GasA,TA,0,920,38,Y,137500
20,49,IR2,2097,2077,2097,Ex,1134,GasA,Gd,0,1721,356,Y,423000
60,106,IR1,1454,1406,1936,TA,504,GasA,Gd,40,0,1406,Y,230500
60,NA,IR1,1465,1021,2380,Po,596,GasA,TA,113,187,111,Y,129000
20,65,Reg,1679,1408,1679,Fa,575,GasA,TA,258,1138,270,Y,193500
20,NA,Reg,1437,1188,1437,TA,576,GasA,TA,0,988,200,Y,168000
30,80,Reg,1180,700,1180,Gd,252,GasA,TA,0,0,700,Y,137500
60,64,Reg,738,738,1476,NA,540,GasA,Gd,0,193,545,Y,173500
70,54,Reg,697,672,1369,NA,300,GasA,TA,0,551,121,N,103600
20,NA,IR1,1208,1208,1208,TA,546,GasA,Gd,0,767,441,Y,165000
