"id","longitude","latitude","housing_median_age","total_rooms","total_bedrooms","population","households","median_income","median_house_value","ocean_proximity"
7268,-118.22,33.98,34,2283,809,3032,832,2.4387,175000,"<1H OCEAN"
10277,-117.88,33.85,22,1105,241,971,249,3.1667,113900,"<1H OCEAN"
11778,-121.27,38.75,43,1292,307,647,249,2.7188,85300,"INLAND"
6891,-118.1,34.05,31,3559,734,2975,715,3.756,183300,"<1H OCEAN"
734,-122.14,37.68,35,2976,518,1424,538,4.267,210300,"NEAR BAY"
3447,-118.41,34.25,18,3447,857,3663,817,3.2284,157100,"<1H OCEAN"
27,-122.28,37.85,49,1130,244,607,239,2.4597,93800,"NEAR BAY"
5212,-118.28,33.93,43,269,74,295,79,2.2969,90600,"<1H OCEAN"
15056,-116.92,32.79,24,4055,742,2123,744,4.5224,142000,"<1H OCEAN"
13919,-116.02,34.18,8,569,97,312,96,4.3021,94500,"INLAND"
15401,-117.22,33.22,17,3675,672,1693,597,3.3882,190800,"<1H OCEAN"
5561,-118.44,33.95,37,2076,332,771,327,6.2551,500001,"<1H OCEAN"
5617,-118.26,33.78,21,2188,706,2265,652,1.9923,164700,"NEAR OCEAN"
702,-121.97,37.64,32,1283,194,485,171,6.0574,431000,"<1H OCEAN"
13112,-121.37,38.39,15,1883,254,893,256,6.2575,143500,"INLAND"
11514,-118.07,33.72,24,1240,296,513,254,4.9044,485000,"NEAR OCEAN"
5328,-118.45,34.04,22,3319,1045,1848,940,3.6673,283300,"<1H OCEAN"
19857,-119.41,36.35,20,1743,340,1390,336,2.2222,52900,"INLAND"
14269,-117.11,32.69,39,395,159,620,162,2.725,86500,"NEAR OCEAN"
16741,-122.43,37.7,19,1733,354,959,348,4.7708,281700,"NEAR BAY"
3998,-118.61,34.17,19,5944,1345,2372,1250,3.8819,328900,"<1H OCEAN"
451,-122.27,37.88,52,2803,930,1372,876,2.1907,271400,"NEAR BAY"
1362,-122.02,38.02,44,1465,247,817,237,4.8693,156900,"NEAR BAY"
11125,-117.91,33.85,35,932,258,1147,267,2.7014,156700,"<1H OCEAN"
3278,-122.91,39.03,14,2374,557,723,427,1.3532,95800,"INLAND"
20431,-118.84,34.21,16,4975,949,2537,971,5.2361,224700,"<1H OCEAN"
1153,-121.54,39.6,15,886,204,576,205,2.1467,84100,"INLAND"
641,-122.15,37.72,29,4169,1047,2024,962,2.8125,157400,"NEAR BAY"
2389,-119.57,37.02,16,4199,794,2140,722,3.332,111800,"INLAND"
10758,-117.87,33.64,26,3521,455,1336,451,10.2849,500001,"<1H OCEAN"
5760,-118.29,34.17,17,3852,1066,2986,993,2.3482,255400,"<1H OCEAN"
6429,-117.99,34.12,35,1040,231,1040,242,2.5395,139200,"INLAND"
7323,-118.17,33.98,27,1871,556,2542,581,2.8427,164400,"<1H OCEAN"
13053,-121.3,38.61,25,2707,464,1423,490,4.3235,116900,"INLAND"
2952,-119.01,35.35,34,1354,325,922,304,2.1875,58000,"INLAND"
20559,-121.8,38.67,10,2086,380,1073,378,4.5526,154400,"INLAND"
10372,-117.65,33.65,15,3485,519,1740,485,6.7543,251900,"<1H OCEAN"
4505,-118.2,34.05,40,1082,318,1085,273,1.7054,117200,"<1H OCEAN"
19613,-121.11,37.47,12,2263,410,913,330,3.5795,145600,"INLAND"
14198,-117.03,32.71,34,2328,444,1684,429,3.25,99600,"NEAR OCEAN"
9189,-117.86,34.24,52,803,267,628,225,4.1932,14999,"INLAND"
17060,-122.24,37.48,47,2423,407,1010,407,6.2154,362700,"NEAR OCEAN"
11419,-117.96,33.7,23,2622,445,1103,407,4.725,289600,"<1H OCEAN"
7970,-118.19,33.87,42,1213,269,628,229,3.6987,152100,"<1H OCEAN"
8885,-118.5,34.03,52,1711,245,671,242,7.7572,500001,"<1H OCEAN"
12356,-116.54,33.8,22,6050,1387,1432,890,2.2216,183900,"INLAND"
8364,-118.35,33.97,33,1495,474,1272,447,2.0694,143500,"<1H OCEAN"
16916,-122.35,37.56,52,1659,191,519,201,14.4219,500001,"NEAR OCEAN"
2115,-119.75,36.76,32,2072,497,2002,470,1.3278,44500,"INLAND"
1197,-121.67,39.34,22,1217,224,537,187,2.6607,84600,"INLAND"
5030,-118.32,33.98,40,1298,277,791,255,3.2344,104300,"<1H OCEAN"
18893,-122.24,38.11,52,2111,310,772,323,4.775,148200,"NEAR BAY"
17509,-121.9,37.34,50,1345,287,791,254,3.5966,245800,"<1H OCEAN"
20062,-119.06,35.94,18,3501,721,2009,660,2.6576,65700,"INLAND"
5887,-118.33,34.16,44,2705,649,1676,654,3.4286,247900,"<1H OCEAN"
13422,-117.49,34.04,4,6034,1170,3527,1098,4.1775,143700,"INLAND"
4372,-118.28,34.11,52,1803,437,787,388,4.5781,360500,"<1H OCEAN"
9043,-118.12,34.69,17,2479,390,1219,363,4.6417,125700,"INLAND"
17288,-119.74,34.35,34,1664,292,705,257,5,329400,"NEAR OCEAN"
13028,-121.22,38.67,20,1412,226,700,227,4.05,130700,"INLAND"
1910,-120.02,38.86,19,2429,459,883,300,3.017,97600,"INLAND"
17796,-121.81,37.39,34,2218,286,827,299,7.4559,456500,"<1H OCEAN"
1272,-121.66,37.93,19,2055,358,1064,350,4.7426,263100,"INLAND"
11130,-117.94,33.85,26,1888,429,1550,458,3.3393,168600,"<1H OCEAN"
9029,-118.85,34.04,21,3837,578,1509,509,8.4476,500001,"NEAR OCEAN"
14625,-117.17,32.77,35,1399,274,695,281,3.767,166800,"NEAR OCEAN"
10721,-117.81,33.63,17,4477,610,1798,612,8.1093,410400,"<1H OCEAN"
3586,-118.52,34.22,21,4617,1101,2891,1031,3.2289,318100,"<1H OCEAN"
19377,-120.79,37.76,14,3531,508,1505,497,5.5228,275300,"INLAND"
2268,-119.82,36.79,18,5822,1439,3415,1224,1.6854,64700,"INLAND"
5708,-118.23,34.21,36,2988,719,1357,657,3.5174,268000,"<1H OCEAN"
1881,-119.98,38.94,25,1339,328,503,219,1.9018,109700,"INLAND"
19486,-120.98,37.66,10,934,NA,401,255,0.9336,127100,"INLAND"
15122,-116.94,32.85,31,1293,232,599,228,4.7578,161000,"<1H OCEAN"
1491,-122.03,37.95,32,1955,313,804,317,4.9485,202300,"NEAR BAY"
18283,-122.08,37.34,28,1643,216,594,205,12.367,500001,"<1H OCEAN"
6241,-117.98,34.06,33,1353,228,1079,237,4.5417,160300,"<1H OCEAN"
4573,-118.27,34.07,32,1657,579,2071,598,2.1135,152500,"<1H OCEAN"
9955,-122.36,38.4,16,2716,546,898,500,2.2536,201200,"INLAND"
9411,-122.56,37.9,24,221,41,75,38,5.1292,362500,"NEAR BAY"
16648,-120.65,35.27,27,2034,341,768,316,4.2411,258900,"NEAR OCEAN"
15481,-117.13,33.15,15,2241,381,997,390,3.4833,193200,"<1H OCEAN"
6573,-118.15,34.19,47,1717,314,868,295,3.6094,160700,"<1H OCEAN"
10977,-117.84,33.75,16,4367,1161,2164,1005,4.0214,139500,"<1H OCEAN"
5792,-118.23,34.14,33,2865,864,2061,790,2.6268,201300,"<1H OCEAN"
11612,-118.06,33.78,22,4048,562,1637,541,7.3463,355600,"<1H OCEAN"
721,-122.1,37.68,37,2116,503,1109,448,2.535,174000,"NEAR BAY"
16020,-122.47,37.73,52,2151,280,762,274,10.7309,500001,"NEAR OCEAN"
512,-122.22,37.82,42,2991,335,1018,335,13.499,500001,"NEAR BAY"
8403,-118.36,33.94,38,2169,688,3036,639,2.3125,148500,"<1H OCEAN"
11200,-117.9,33.83,23,2459,689,2720,598,2.8072,164700,"<1H OCEAN"
12985,-121.3,38.67,20,1234,208,649,211,4.8523,143000,"INLAND"
11955,-117.44,33.92,33,2433,525,1466,517,3.0437,110800,"INLAND"
4332,-118.32,34.08,46,2038,534,1250,525,2.4196,358100,"<1H OCEAN"
14859,-117.08,32.65,17,2633,712,1487,694,2.5392,147000,"NEAR OCEAN"
19183,-122.58,38.43,10,3597,661,1132,639,3.9375,269200,"<1H OCEAN"
8029,-118.12,33.84,37,1242,221,565,213,4.1094,215800,"<1H OCEAN"
16844,-122.44,37.63,35,5113,959,3004,964,4.7625,281300,"NEAR OCEAN"
3668,-118.4,34.24,35,2552,545,1850,503,4.775,179500,"<1H OCEAN"
19404,-120.93,37.72,18,391,71,247,71,4.3864,179500,"INLAND"
12189,-117.35,33.69,11,1229,236,581,190,3.102,111300,"<1H OCEAN"
14205,-117.06,32.69,9,1520,269,1250,265,4.8875,157700,"NEAR OCEAN"
7641,-118.28,33.82,30,3615,760,2813,752,5.3849,217700,"<1H OCEAN"
11542,-118.02,33.76,27,2905,587,1781,561,4.25,214800,"<1H OCEAN"
3016,-119.16,34.95,14,4054,787,1581,579,3.0882,148200,"INLAND"
273,-122.19,37.78,52,1070,193,555,190,3.7262,166900,"NEAR BAY"
18784,-122.33,40.47,30,2502,523,1296,481,2.125,66100,"INLAND"
819,-122.08,37.62,17,2485,518,1139,550,2.6875,157300,"NEAR BAY"
18548,-122.02,36.97,44,594,169,325,139,1.1552,250000,"NEAR OCEAN"
3886,-118.52,34.21,34,1663,299,762,282,5.1265,211000,"<1H OCEAN"
13715,-117.12,34.1,40,96,14,46,14,3.2708,162500,"INLAND"
5456,-118.46,34.01,39,711,148,347,153,4.2813,297200,"<1H OCEAN"
15422,-117.28,33.2,11,1472,261,1012,285,4.21,175600,"NEAR OCEAN"
796,-122.08,37.64,23,1897,440,1109,418,3.142,179500,"NEAR BAY"
1476,-122.03,37.97,20,3968,931,2629,903,2.9915,166700,"NEAR BAY"
4602,-118.27,34.05,24,323,214,751,189,1.8304,225000,"<1H OCEAN"
4416,-118.25,34.09,52,1866,470,1211,417,2.935,189400,"<1H OCEAN"
19692,-121.62,39.12,35,2787,587,1431,601,2.5469,65900,"INLAND"
3233,-119.69,36.25,35,2011,349,970,300,2.395,94100,"INLAND"
5092,-118.28,33.97,31,2017,566,2063,521,1.9219,107000,"<1H OCEAN"
18621,-122.03,37,30,2077,342,816,328,5.2078,440500,"NEAR OCEAN"
17321,-120.14,34.6,22,2136,465,1143,409,2.9479,243100,"NEAR OCEAN"
20389,-118.9,34.2,16,6510,817,2304,778,7.9943,452100,"<1H OCEAN"
4229,-118.29,34.11,24,3696,1125,1685,1031,2.3789,266700,"<1H OCEAN"
5002,-118.28,33.99,46,1211,321,1153,282,1.7849,99300,"<1H OCEAN"
20360,-118.95,34.17,9,2372,312,1039,321,7.6016,344900,"<1H OCEAN"
20109,-120.35,37.86,25,287,57,118,50,2.3056,162500,"INLAND"
664,-122.13,37.69,17,2380,769,1216,643,3.395,271300,"NEAR BAY"
15512,-117.06,33.15,24,2155,379,1158,360,4.7941,147500,"<1H OCEAN"
14396,-117.25,32.74,36,1240,310,577,319,2.6625,248200,"NEAR OCEAN"
15668,-122.44,37.8,52,2869,594,500,335,5.0376,500001,"NEAR BAY"
13453,-117.41,34.1,29,1362,251,776,253,3.1287,102000,"INLAND"
18064,-122.01,37.26,14,2561,404,1172,378,7.6107,500001,"<1H OCEAN"
20572,-121.99,38.53,6,4598,834,2561,812,3.4186,127300,"INLAND"
16964,-122.31,37.54,46,2444,397,952,402,4.75,388200,"NEAR OCEAN"
15358,-117.33,33.23,15,2919,592,1130,579,2.5872,155600,"NEAR OCEAN"
380,-122.17,37.75,37,1379,287,835,259,2.4962,91800,"NEAR BAY"
18564,-121.75,36.91,32,1461,422,1494,416,2.8056,173200,"<1H OCEAN"
4950,-118.3,34.01,35,1147,290,818,281,1.7961,111700,"<1H OCEAN"
6821,-118.09,34.08,34,1513,384,986,336,2.6901,235600,"<1H OCEAN"
8172,-118.12,33.8,35,1835,435,774,418,2.7092,256300,"<1H OCEAN"
2326,-119.71,36.82,12,2144,568,1320,566,2.3381,112500,"INLAND"
19240,-122.63,38.5,19,2107,332,874,341,5.7819,265600,"<1H OCEAN"
13007,-121.28,38.67,23,1727,264,833,258,5.4797,160000,"INLAND"
20456,-118.77,34.27,7,3074,794,1816,654,2.7137,196400,"<1H OCEAN"
9329,-122.53,37.96,35,908,194,413,197,3.9917,290800,"NEAR BAY"
17340,-120.44,34.87,13,2312,352,1084,388,5.038,194000,"<1H OCEAN"
16139,-122.46,37.78,52,4140,984,2030,892,3.4236,376800,"NEAR BAY"
387,-122.29,37.9,52,1604,263,594,286,5.338,270900,"NEAR BAY"
17290,-119.63,34.42,42,1765,263,753,260,8.5608,500001,"<1H OCEAN"
5303,-118.46,34.06,46,1302,215,482,226,7.0674,500001,"<1H OCEAN"
8358,-118.32,33.96,47,1885,361,954,357,3.8512,171300,"<1H OCEAN"
7617,-118.22,33.86,16,8732,1489,3944,1493,5.1948,203500,"<1H OCEAN"
18123,-122.01,37.32,32,3108,613,1577,603,4.6613,284000,"<1H OCEAN"
2998,-119.03,35.32,12,2721,549,1294,523,2.5575,100200,"INLAND"
10613,-117.79,33.68,10,2106,319,1002,332,8.735,375300,"<1H OCEAN"
2890,-118.99,35.39,52,2805,573,1325,522,2.5083,70100,"INLAND"
14039,-117.14,32.75,37,1832,525,955,488,2.7852,129200,"NEAR OCEAN"
20298,-119.22,34.15,32,3152,596,3490,526,2.725,450000,"NEAR OCEAN"
3363,-120.42,40.38,26,1652,313,762,280,2.4757,85600,"INLAND"
8522,-118.34,33.9,23,2395,498,1309,493,4.9779,224600,"<1H OCEAN"
7676,-118.09,33.92,36,847,185,713,194,4.8542,167400,"<1H OCEAN"
12562,-121.46,38.55,40,2077,435,1454,385,2.0074,57000,"INLAND"
8291,-118.16,33.72,29,2743,708,1059,651,3.625,5e+05,"NEAR OCEAN"
20501,-118.7,34.3,27,1527,220,756,226,6.1825,227000,"<1H OCEAN"
14090,-117.11,32.76,31,2293,549,1108,557,3.3854,204400,"NEAR OCEAN"
3675,-118.39,34.22,35,1790,334,1277,345,5.0818,186800,"<1H OCEAN"
11401,-117.93,33.73,19,4021,557,1872,545,6.7919,295600,"<1H OCEAN"
1776,-122.34,37.94,31,1611,455,786,411,1.681,145500,"NEAR BAY"
14911,-117.05,32.61,31,4033,715,2585,715,3.5096,139900,"NEAR OCEAN"
5845,-118.33,34.2,23,7179,1985,4757,1924,3.1051,206500,"<1H OCEAN"
20348,-119,34.19,5,3634,718,1317,743,4.2917,227900,"<1H OCEAN"
4187,-118.23,34.13,48,1308,NA,835,294,4.2891,214800,"<1H OCEAN"
8288,-118.15,33.77,41,3448,896,1621,838,4.5,339800,"NEAR OCEAN"
13921,-115.52,34.22,30,540,136,122,63,1.3333,42500,"INLAND"
15810,-122.43,37.76,52,3771,1017,1575,921,3.5655,427300,"NEAR BAY"
7688,-118.1,33.95,34,3635,781,2171,720,3.7308,196900,"<1H OCEAN"
4997,-118.3,33.99,47,2212,533,1903,554,1.9853,101100,"<1H OCEAN"
4696,-118.37,34.07,44,2703,663,1045,619,3.201,287500,"<1H OCEAN"
5110,-118.31,33.96,43,2149,493,1316,462,1.528,131800,"<1H OCEAN"
19248,-122.73,38.47,16,1834,391,994,390,3.7266,156500,"<1H OCEAN"
18134,-122.03,37.34,25,5404,906,2338,883,6.0577,451800,"<1H OCEAN"
4063,-118.45,34.15,20,3876,799,1334,753,4.5656,478400,"<1H OCEAN"
8977,-118.41,34.01,33,3306,974,2475,924,2.8797,285300,"<1H OCEAN"
2477,-120.08,36.34,18,1524,414,2030,356,2.1153,112500,"INLAND"
18822,-120.92,39.56,48,1276,292,358,145,1.875,66600,"INLAND"
17577,-121.94,37.31,5,2364,578,1102,502,5.2642,246400,"<1H OCEAN"
20215,-119.25,34.28,36,1530,341,703,317,3.5819,231900,"NEAR OCEAN"
13257,-117.65,34.12,27,2298,340,1071,369,6.5587,239000,"INLAND"
10078,-120.35,39.34,29,1986,474,337,100,4.0278,95800,"INLAND"
4780,-118.32,34.04,47,1989,532,1430,519,1.8333,151100,"<1H OCEAN"
11081,-117.84,33.8,35,1490,251,629,257,4.3661,222100,"<1H OCEAN"
20029,-119.01,36.08,31,1620,366,1154,348,1.8857,55500,"INLAND"
5727,-118.22,34.19,31,4704,920,1895,886,4.9297,4e+05,"<1H OCEAN"
914,-122.01,37.53,27,1890,303,889,314,5.7057,287600,"NEAR BAY"
15269,-117.33,33.03,31,1171,321,603,267,2.8611,314300,"NEAR OCEAN"
6772,-118.15,34.11,52,1746,330,704,306,3.7895,364800,"<1H OCEAN"
15510,-117.07,33.14,16,2546,429,1683,408,4.7426,160600,"<1H OCEAN"
17272,-119.71,34.4,27,3782,771,1742,751,4.0451,395100,"NEAR OCEAN"
13163,-121.4,36.86,36,1256,270,910,255,1.9405,145400,"INLAND"
18320,-122.12,37.43,33,3262,668,1411,626,5.316,398100,"NEAR BAY"
12265,-116.87,33.76,5,4116,761,1714,717,2.5612,130800,"INLAND"
12763,-121.4,38.63,31,1540,452,1079,444,1.8571,98700,"INLAND"
8474,-118.32,33.91,35,881,159,605,170,3.6654,184500,"<1H OCEAN"
10221,-117.88,33.88,15,957,360,615,370,3.0263,162500,"<1H OCEAN"
5927,-117.8,34.11,25,5039,821,2654,802,4.7969,211700,"INLAND"
12451,-114.56,33.69,17,720,174,333,117,1.6509,85700,"INLAND"
12148,-117.2,33.72,16,5373,1079,1573,933,1.9912,98600,"<1H OCEAN"
2522,-122.74,39.71,16,255,73,85,38,1.6607,14999,"INLAND"
11855,-120.46,39.83,18,3406,673,1567,617,2.2717,75900,"INLAND"
16600,-120.7,35.76,15,1914,425,1130,421,2.2165,90600,"<1H OCEAN"
17274,-119.7,34.41,19,1215,360,1349,423,2.6607,226500,"NEAR OCEAN"
8596,-118.38,33.88,33,1313,244,561,217,5.2999,359400,"<1H OCEAN"
14868,-117.09,32.64,20,1999,651,1302,592,1.6321,57500,"NEAR OCEAN"
18542,-122.01,36.95,52,1217,325,508,237,2.0547,326700,"NEAR OCEAN"
3495,-118.47,34.27,17,1444,282,523,270,2.7353,192400,"<1H OCEAN"
10016,-121.2,39.25,5,906,144,376,141,4.3523,188200,"INLAND"
9094,-118.27,34.68,19,552,129,314,106,3.2125,185400,"INLAND"
115,-122.25,37.83,35,1613,428,675,422,3.4722,243100,"NEAR BAY"
20315,-119.16,34.15,23,3204,644,2295,614,3.9485,196600,"NEAR OCEAN"
7612,-118.22,33.88,35,998,313,1335,311,1.6574,102500,"<1H OCEAN"
6910,-117.93,33.95,31,3600,468,1382,435,7.4597,500001,"<1H OCEAN"
17069,-122.24,37.55,3,6164,1175,2198,975,6.7413,435900,"NEAR BAY"
15732,-122.44,37.78,52,3017,851,1588,800,3.3882,471400,"NEAR BAY"
810,-122.04,37.62,35,1032,173,453,176,6.396,208500,"NEAR BAY"
854,-122.03,37.59,16,4371,889,2530,817,4.6786,256000,"NEAR BAY"
13146,-121.51,38.26,52,910,212,429,212,1.6458,52800,"INLAND"
14894,-117.07,32.62,19,5016,1173,2750,1081,2.7838,155900,"NEAR OCEAN"
18286,-122.1,37.37,37,2511,354,945,348,8.3924,500001,"NEAR BAY"
7041,-118.09,33.94,36,2762,472,1576,493,4.0846,183400,"<1H OCEAN"
2836,-118.99,35.4,48,1908,331,789,321,3.5714,84600,"INLAND"
13113,-121.35,38.4,11,2322,459,1373,424,3.175,94400,"INLAND"
19608,-121.02,37.48,26,467,NA,244,83,4.1346,187500,"INLAND"
16993,-122.27,37.56,17,3211,847,1553,812,4.9434,292100,"NEAR BAY"
16505,-121.12,37.73,35,1107,227,573,210,2.3924,102200,"INLAND"
12371,-116.45,33.78,16,5228,992,1177,639,3.0859,134600,"INLAND"
18993,-122,38.41,11,2838,429,1331,426,4.945,298400,"INLAND"
18699,-122.38,40.58,36,1808,384,807,383,1.8375,74800,"INLAND"
16282,-121.28,37.94,40,2806,685,2268,635,1.8814,57700,"INLAND"
6559,-118.11,34.2,36,4915,725,1897,700,6.827,359400,"INLAND"
17293,-119.64,34.43,32,1872,318,749,296,4.625,500001,"<1H OCEAN"
11544,-118.03,33.76,25,4650,849,2503,790,5.742,221900,"<1H OCEAN"
246,-122.21,37.78,43,1702,460,1227,407,1.7188,126800,"NEAR BAY"
17468,-119.84,34.44,28,977,162,537,159,4.2404,274300,"NEAR OCEAN"
10184,-117.96,33.86,32,2366,505,1283,477,3.3516,190000,"<1H OCEAN"
2334,-119.69,36.83,8,943,189,475,155,4.9327,89500,"INLAND"
9945,-122.26,38.16,23,2840,491,1586,466,4.0337,130400,"NEAR BAY"
17434,-120.45,34.65,25,980,276,896,245,2,87500,"NEAR OCEAN"
11299,-117.91,33.78,33,2729,549,2223,535,4.0362,177900,"<1H OCEAN"
16387,-121.27,38.05,26,378,75,164,65,3.4107,82800,"INLAND"
17258,-119.7,34.41,52,1526,458,1633,449,2.2069,226500,"NEAR OCEAN"
18370,-121.9,37.16,43,1529,311,570,250,5.2366,293300,"<1H OCEAN"
17385,-120.4,34.95,8,1885,286,835,290,5.0206,261000,"<1H OCEAN"
13855,-117.32,34.49,7,4584,1051,2049,918,1.6232,93400,"INLAND"
15829,-122.43,37.75,52,2700,595,1181,575,3.575,396800,"NEAR BAY"
9293,-122.45,38.01,36,4501,832,2196,800,4.3182,252700,"NEAR BAY"
6298,-117.9,34.02,15,14058,2486,8997,2497,5.0704,226200,"<1H OCEAN"
18629,-121.87,37.1,20,1918,304,798,302,7.5755,402300,"<1H OCEAN"
1309,-121.83,37.99,18,2741,449,1507,460,4.7566,142500,"INLAND"
18206,-122.05,37.38,29,1875,340,816,350,5.4351,336500,"<1H OCEAN"
2145,-119.76,36.77,36,2507,466,1227,474,2.785,72300,"INLAND"
5806,-118.26,34.14,51,902,320,650,334,1.5417,268800,"<1H OCEAN"
9443,-120.02,37.72,17,2806,600,990,410,2.3818,88100,"INLAND"
3862,-118.44,34.16,35,3080,642,1362,623,4.1218,328500,"<1H OCEAN"
49,-122.26,37.82,40,624,195,423,160,0.9506,187500,"NEAR BAY"
14582,-117.19,32.82,35,2197,353,945,357,4.9219,192900,"NEAR OCEAN"
2407,-119.31,36.62,25,831,230,947,244,1.4481,51700,"INLAND"
6383,-118.04,34.16,38,1594,249,633,247,5.9582,350700,"INLAND"
9583,-120.49,37.32,10,1275,255,620,240,3.0263,118300,"INLAND"
15813,-122.43,37.76,52,3708,849,1531,822,3.3565,386400,"NEAR BAY"
19302,-122.82,38.39,22,1288,243,593,220,3.625,233700,"<1H OCEAN"
2283,-119.78,36.79,33,2260,440,966,413,2.9301,68300,"INLAND"
11527,-118.09,33.77,26,1388,409,515,392,1.8015,62000,"<1H OCEAN"
19959,-119.32,36.21,29,1220,232,619,246,3.3125,78300,"INLAND"
8074,-118.18,33.83,52,2569,484,1030,451,4.1301,268400,"NEAR OCEAN"
18097,-122.04,37.33,26,2690,401,1264,429,7.7643,474700,"<1H OCEAN"
5837,-118.34,34.2,41,2860,682,1516,621,3.0431,262900,"<1H OCEAN"
17975,-121.96,37.31,26,4310,678,1819,686,7.0469,365500,"<1H OCEAN"
7841,-118.17,33.91,37,1499,288,1237,344,3.9333,162300,"<1H OCEAN"
763,-122.08,37.65,35,1813,393,1093,374,3.6818,165400,"NEAR BAY"
16128,-122.47,37.79,52,2383,477,990,464,3.9688,483300,"NEAR BAY"
16326,-121.33,37.98,10,1564,397,643,347,2.7031,150000,"INLAND"
9607,-120.47,37.3,40,3693,771,2102,742,2.1838,75000,"INLAND"
11953,-117.44,33.93,33,1371,236,715,227,4.375,129900,"INLAND"
5716,-118.23,34.2,51,1477,280,750,295,5.3925,317900,"<1H OCEAN"
19844,-119.09,36.42,15,1517,361,1275,343,1.5875,55800,"INLAND"
8165,-118.13,33.81,36,1749,322,855,319,4.6473,227100,"<1H OCEAN"
826,-122.08,37.63,35,517,108,391,107,4.0682,156900,"NEAR BAY"
9986,-122.57,38.58,18,2083,506,926,487,1.9925,225000,"INLAND"
13812,-117.01,34.89,26,2599,498,1332,443,2.7198,70400,"INLAND"
15255,-117.27,33.02,13,5723,1242,2450,1140,4.7179,376700,"NEAR OCEAN"
16442,-121.29,38.14,34,2770,544,1409,535,3.2338,101800,"INLAND"
2806,-119.05,35.44,5,2133,487,1182,438,3.0268,77000,"INLAND"
2590,-124.1,40.88,35,2987,578,1581,585,2.0657,81100,"NEAR OCEAN"
18387,-121.83,37.21,14,2714,361,1259,375,7.7738,387500,"<1H OCEAN"
11871,-121.15,40.25,14,5156,880,616,281,3.3462,145200,"INLAND"
14188,-117.06,32.71,21,1864,388,1498,389,3.8194,125700,"NEAR OCEAN"
2672,-115.73,33.09,27,452,103,258,61,2.9,87500,"INLAND"
892,-121.94,37.54,27,3715,526,1631,538,6.2179,305300,"<1H OCEAN"
10865,-117.88,33.71,30,1739,359,1914,369,3.5551,185200,"<1H OCEAN"
18413,-121.8,37.26,18,3631,947,2357,757,2.875,184400,"<1H OCEAN"
10893,-117.87,33.72,39,3167,669,2789,619,3.5902,165900,"<1H OCEAN"
8830,-118.36,34.09,28,1111,300,526,294,2.6136,383300,"<1H OCEAN"
17517,-121.93,37.33,44,2142,358,846,375,5.4273,421000,"<1H OCEAN"
9755,-121.7,36.55,21,3905,583,1528,586,7.6245,336600,"<1H OCEAN"
10248,-117.86,33.89,22,4386,593,1915,592,6.6897,289800,"<1H OCEAN"
8646,-118.4,33.87,38,2398,431,911,392,5.2319,500001,"<1H OCEAN"
16848,-122.41,37.61,46,2975,643,1479,577,3.8214,273600,"NEAR OCEAN"
16767,-122.48,37.69,33,2347,512,1259,481,3.4492,264300,"NEAR OCEAN"
4314,-118.33,34.09,36,561,180,340,127,1.4375,165000,"<1H OCEAN"
9260,-120.07,36.96,42,963,216,471,211,2.2898,66100,"INLAND"
5870,-118.35,34.18,46,1840,379,866,360,3.3056,230400,"<1H OCEAN"
19594,-120.87,37.6,32,4579,914,2742,856,2.6619,86200,"INLAND"
2999,-119.02,35.32,14,2927,588,1821,561,3.3529,82600,"INLAND"
8445,-118.37,33.91,41,1869,427,1334,435,3.9355,227800,"<1H OCEAN"
12003,-117.59,33.91,7,10223,1491,5205,1509,5.4872,203400,"INLAND"
8690,-118.33,33.87,36,2219,406,1219,403,4.2614,267100,"<1H OCEAN"
13759,-117.15,34.03,32,2832,393,1033,385,6.5648,237200,"INLAND"
13013,-121.25,38.71,14,3713,637,1845,635,4.3009,143400,"INLAND"
7604,-118.24,33.88,37,1843,366,1207,351,2.4821,111000,"<1H OCEAN"
17682,-121.87,37.29,18,1892,568,974,553,2.3715,228000,"<1H OCEAN"
10655,-117.86,33.67,16,20,5,15,5,3.875,450000,"<1H OCEAN"
808,-122.03,37.62,35,2072,352,1001,350,4.7109,198700,"NEAR BAY"
4197,-118.23,34.11,35,4148,971,3220,892,3.3389,187100,"<1H OCEAN"
3041,-119.18,35.5,36,1253,259,932,249,2.1635,110400,"INLAND"
11093,-117.87,33.81,15,3082,536,1268,531,3.7604,280100,"<1H OCEAN"
16231,-121.33,37.97,36,1953,492,999,371,2.0043,90800,"INLAND"
16537,-121.24,37.79,7,5151,867,2553,805,4.075,195000,"INLAND"
20447,-118.89,34.29,28,1545,371,1334,318,3.4375,194100,"<1H OCEAN"
8591,-118.39,33.89,40,826,143,389,147,7.1845,438100,"<1H OCEAN"
14594,-117.18,32.83,27,2346,399,1105,373,4.2708,182800,"NEAR OCEAN"
11588,-118.02,33.78,28,3375,559,1754,554,5.5446,228900,"<1H OCEAN"
16174,-122.42,37.72,42,4219,1125,3549,993,1.2387,212800,"NEAR BAY"
13196,-117.71,34.07,24,1948,362,1286,364,3.6,139300,"INLAND"
19068,-122.45,38.28,20,3306,503,1374,460,5.7984,297600,"NEAR BAY"
17873,-121.96,37.43,18,2514,578,2205,545,3.3859,158000,"<1H OCEAN"
13121,-121.27,38.31,17,1144,202,626,178,4.4107,151600,"INLAND"
6308,-117.87,33.99,21,2837,515,2031,555,4.9271,209700,"<1H OCEAN"
